date,row_index,within_date_order,innovation,innovation_variance,innovation_model_units,innovation_variance_model_units,carry_innovation,standardized_innovation,observation_noise_model
2023-06-28,900,0,0.0017863132462049795,1.1157369207121929e-05,0.0017863132462049795,1.1157369207121929e-05,-0.025638848945530295,0.5347819203887286,constant_log_futures
2023-06-28,901,1,0.0029628274017205825,1.924399903965977e-05,0.0029628274017205825,1.924399903965977e-05,-0.0195386455681033,0.4867252256868929,constant_log_futures
2023-06-28,902,2,0.0031861887780910364,2.1843382910043575e-05,0.0031861887780910364,2.1843382910043575e-05,-0.013639123892179174,0.2443957467779684,constant_log_futures
2023-06-28,903,3,0.0039483667847887444,2.4297090342719906e-05,0.0039483667847887444,2.4297090342719906e-05,-0.008305185305934945,0.48616891130345746,constant_log_futures
2023-06-29,904,0,-0.0027737380897281485,1.0513067935211617e-05,-0.0027737380897281485,1.0513067935211617e-05,0.042299505868354265,-0.855461984721752,constant_log_futures
2023-06-29,905,1,-0.0031053435745421183,1.9018923354851038e-05,-0.0031053435745421183,1.9018923354851038e-05,0.02104732867189658,0.22065679634215507,constant_log_futures
2023-06-29,906,2,-0.0030879035637248705,2.177215000071421e-05,-0.0030879035637248705,2.177215000071421e-05,0.013454436956229793,0.2684562202262006,constant_log_futures
2023-06-29,907,3,-0.0034653309645168795,2.4268863267192992e-05,-0.0034653309645168795,2.4268863267192992e-05,0.00735252830732277,-0.14004804071367377,constant_log_futures
2023-06-30,908,0,-0.0005544381869830527,9.846493411073914e-06,-0.0005544381869830527,9.846493411073914e-06,0.009018861174924325,-0.17669014917091067,constant_log_futures
2023-06-30,909,1,0.000728685754472891,1.8780279260718387e-05,0.000728685754472891,1.8780279260718387e-05,-0.005079980688325297,0.8718982712483349,constant_log_futures
2023-06-30,910,2,0.00013408430394583077,2.1697330431879167e-05,0.00013408430394583077,2.1697330431879167e-05,-0.0005948467302324128,-0.10679278292509073,constant_log_futures
2023-06-30,911,3,3.294458784536443e-05,2.4240820242694128e-05,3.294458784536443e-05,2.4240820242694128e-05,-7.051297749358701e-05,-0.16676449947484184,constant_log_futures
2023-07-03,912,0,-0.0012667991797964823,9.159417613010708e-06,-0.0012667991797964823,9.159417613010708e-06,0.02207849999073869,-0.4185755371204551,constant_log_futures
2023-07-03,913,1,7.246047112189095e-05,1.8527289268668013e-05,7.246047112189095e-05,1.8527289268668013e-05,-0.0005200104398159234,1.0316865110057085,constant_log_futures
2023-07-03,914,2,-0.0006453201056945161,2.1618671219730813e-05,-0.0006453201056945161,2.1618671219730813e-05,0.0029158908479529986,-0.09874273894177416,constant_log_futures
