date,contract,expiry,sessions_to_expiry,tau,spot,futures_price,implied_carry,predicted_carry,fitted_carry,carry_prediction_error,carry_residual,predicted_futures_price,fitted_futures_price,futures_prediction_error,futures_residual
2022-07-27,IM2208,2022-08-19,17.0,0.06967213114754098,7099.434,7066.2,0.08134700645772011,0.10153991205947176,0.09203551275228322,-0.020192905601751646,-0.01068850629456311,7056.26567484349,7060.939823214981,9.934325156509658,5.260176785019212
2022-07-27,IM2209,2022-09-16,36.0,0.14754098360655737,7099.434,7015.0,0.09509169881378786,0.09957481481502073,0.09228388836103908,-0.00448311600123287,0.002807810452748777,7010.361509157287,7017.906685849208,4.638490842712599,-2.906685849207861
2022-07-27,IM2212,2022-12-16,96.0,0.39344262295081966,7099.434,6856.6,0.10245856670700011,0.09646578154229654,0.09267685010068613,0.005992785164703571,0.009781716606313981,6872.785682765217,6883.038771183607,-16.18568276521637,-26.43877118360706
2022-07-27,IM2303,2023-03-17,155.0,0.6352459016393442,7099.434,6715.0,0.10163729516533461,0.09526738270014257,0.09282831997974317,0.006369912465192043,0.008808975185591442,6742.227033597796,6752.681568218025,-27.227033597796435,-37.68156821802495
2022-07-28,IM2208,2022-08-19,16.0,0.06557377049180328,7150.198,7119.0,0.08068493325382547,0.09205422678941541,0.08643574606959664,-0.011369293535589936,-0.005750812815771167,7113.694568037656,7116.315913566486,5.305431962344301,2.684086433513585
2022-07-28,IM2209,2022-09-16,35.0,0.14344262295081966,7150.198,7074.0,0.08869159184692438,0.09229953979540682,0.08799649094721802,-0.0036079479484824456,0.0006951008997063551,7070.3399150893265,7074.705363163282,3.660084910673504,-0.7053631632816177
2022-07-28,IM2212,2022-12-16,95.0,0.38934426229508196,7150.198,6923.0,0.0969364910733481,0.09268675285797578,0.09046004073541705,0.00424973821537232,0.006476450337931053,6934.464355180871,6940.47884845575,-11.46435518087128,-17.478848455750267
2022-07-28,IM2303,2023-03-17,154.0,0.6311475409836066,7150.198,6787.6,0.09645715483980874,0.09283541239416898,0.09140585120594387,0.0036217424456397584,0.00505130363386487,6803.133208073231,6809.274200430526,-15.533208073230526,-21.67420043052607
2022-07-29,IM2208,2022-08-19,15.0,0.06147540983606557,7117.434,7087.0,0.08370506404931596,0.0865521511608927,0.08725225361690324,-0.002847087111576732,-0.003547189567587275,7085.75970036756,7085.454742313223,1.2402996324399282,1.5452576867774042
2022-07-29,IM2209,2022-09-16,34.0,0.13934426229508196,7117.434,7044.8,0.08761272735525831,0.08809375039566103,0.08862907410351195,-0.0004810230404027199,-0.001016346748253641,7044.32781837437,7043.802371360157,0.47218162563058286,0.9976286398432421
2022-07-29,IM2212,2022-12-16,94.0,0.38524590163934425,7117.434,6891.8,0.09762183213146755,0.09052142766132408,0.09079726134624978,0.00710040447014347,0.006824570785217768,6910.677648794033,6909.943332965921,-18.87764879403312,-18.143332965921218
2022-07-29,IM2303,2023-03-17,153.0,0.6270491803278688,7117.434,6749.0,0.09876675054281711,0.09144974781709281,0.09162635504308614,0.007317002725724303,0.007140395499730973,6780.036370530135,6779.285581272404,-31.036370530135173,-30.28558127240376
2022-08-01,IM2208,2022-08-19,14.0,0.05737704918032787,7180.454,7136.6,0.12076986505582013,0.08735390063766675,0.11696737931181464,0.03341596441815338,0.0038024857440054904,7150.296196232895,7138.157200507259,-13.69619623289509,-1.55720050725904
2022-08-01,IM2209,2022-09-16,33.0,0.13524590163934427,7180.454,7087.4,0.11044693476029026,0.08871391891494522,0.11132076719528922,0.02173301584534504,-0.0008738324349989585,7108.2626499862145,7086.562444575062,-20.86264998621482,0.8375554249378183
2022-08-01,IM2212,2022-12-16,93.0,0.38114754098360654,7180.454,6930.0,0.10714712870891006,0.09085068141098135,0.10244921803905363,0.016296447297928715,0.004697910669856434,6973.17862110295,6942.419954148559,-43.178621102950274,-12.419954148558645
2022-08-01,IM2303,2023-03-17,152.0,0.6229508196721312,7180.454,6778.6,0.10645034998805881,0.09166449425174977,0.0990703770896051,0.014785855736309042,0.007379972898453713,6841.325175005362,6809.835410824469,-62.72517500536196,-31.235410824469
2022-08-02,IM2208,2022-08-19,13.0,0.05327868852459016,6957.982,6948.2,0.04040561523891662,0.11655473246499987,0.06111753856226896,-0.07614911722608325,-0.020711923323352338,6920.067390740028,6940.5368616625055,28.132609259972014,7.663138337494274
