date,delta,spot,n_contracts,predicted_state,predicted_variance,predicted_std,filtered_state,filtered_variance,filtered_std,transition_cross_covariance,curve_log_likelihood,return_log_likelihood,curve_innovation_mean,standardized_curve_innovation,log_return,return_residual,standardized_return_residual,sample,model
2022-08-05,0.004098360655737705,7090.003,4,0.22030402718044334,0.002995003595012327,0.0547266260152435,0.08331695076362983,0.0002863295587943337,0.016921275330019712,0.00028424591888610135,5.514850202156721,0.0,-0.06833651183055946,-1.654580922772844,,,,in_sample,legacy_curve
2022-08-08,0.004098360655737705,7176.105,4,0.08336502491044027,0.002987832230959213,0.05466106686627341,0.17239258430508703,0.0002787913986878084,0.01669704760392712,0.0002768284236810292,8.701118562858785,0.0,0.04970894682163159,1.3225942351598565,,,,in_sample,legacy_curve
2022-08-09,0.004098360655737705,7207.396,4,0.16948490483308062,0.002980786040974131,0.05459657535939531,0.20506049148189065,0.00027138696607342984,0.016473826697929957,0.0002695403986914628,9.251324421844128,0.0,0.018616011672153373,0.46961657230235476,,,,in_sample,legacy_curve
2022-08-10,0.004098360655737705,7212.075,4,0.20106880866331167,0.00297386485089653,0.05453315368559323,0.21368158682886165,0.00026411601405709994,0.016251646502957785,0.00026238166377942,8.705974103870773,0.0,0.004511554066259062,0.07584680372364475,,,,in_sample,legacy_curve
2022-08-11,0.004098360655737705,7294.486,4,0.20940383437757987,0.0029670684299455967,0.05447080346337473,0.0999857393372978,0.0002569782352090015,0.016030540702328212,0.00025535198024336994,6.93226746030696,0.0,-0.05609997572765746,-1.278974528110655,,,,in_sample,legacy_curve
2022-08-12,0.004098360655737705,7228.835,3,0.0994807011436276,0.0029603964907555995,0.05440952573544084,0.11022405653988221,0.0005292993099412475,0.023006505817730068,0.0002484510508547902,7.802049699049382,0.0,0.009242961538473827,0.364101957701086,,,,in_sample,legacy_curve
2022-08-15,0.004098360655737705,7283.5,3,0.10937928522370718,0.0032149448158626955,0.0567004833829721,0.12939395079124144,0.000525128221578907,0.02291567632820177,0.0005117358272176812,7.805107815699564,0.0,0.01306030712042599,0.45576322167397487,,,,in_sample,legacy_curve
2022-08-16,0.004098360655737705,7324.62,3,0.1279130741558781,0.0032110459492121746,0.05666609170581799,0.12699168356596172,0.0005133819334936504,0.022657933124926696,0.0005077031460608944,7.75470479077487,0.0,0.0035926307807381853,0.19249829847683572,,,,in_sample,legacy_curve
2022-08-17,0.004098360655737705,7328.674,3,0.12559052020079567,0.003200066270311938,0.05656912824422821,0.10980083386082316,0.0005015981546004248,0.022396387088109208,0.000496346629365807,7.7245045606231235,0.0,-0.004032208065691951,-0.034513512341260266,,,,in_sample,legacy_curve
2022-08-18,0.004098360655737705,7351.437,3,0.10897010613788974,0.003189051547402034,0.05647168801622662,0.0841414953241402,0.0004899661228844704,0.022135178401911974,0.00048495386590207914,7.445479035468692,0.0,-0.0074484882490370025,-0.10807875762725144,,,,in_sample,legacy_curve
2022-08-19,0.004098360655737705,7234.405,3,0.08416220900803044,0.0031781786680488656,0.05637533740962324,0.10783889407436639,0.000478491364701745,0.021874445471868422,0.00047370781426251253,7.733639167292866,0.0,0.015343881880649788,0.5134239600981346,,,,in_sample,legacy_curve
2022-08-22,0.004098360655737705,7288.577,4,0.10707326844942727,0.0031674527979365596,0.05628012791329245,0.13095047346976965,0.0003410354949535709,0.018467146367361985,0.0004626138174246711,10.602793285931918,0.0,0.014621565331517268,0.4576707667766955,,,,in_sample,legacy_curve
2022-08-23,0.004098360655737705,7306.021,4,0.12941794749600793,0.0030389678415117245,0.055126834132858786,0.13341370635716013,0.0003312989599703321,0.018201619707331876,0.000329719079248429,10.562512727013285,0.0,0.0051253657109680785,0.21258448343491876,,,,in_sample,legacy_curve
2022-08-24,0.004098360655737705,7039.41,4,0.1317994441191539,0.003029866751282968,0.05504422541268946,0.18011290602054067,0.000323123083224283,0.017975624696357093,0.00032030562699126533,10.179713397316917,0.0,0.027635830192667743,0.8128536183566668,,,,in_sample,legacy_curve
2022-08-25,0.004098360655737705,7016.306,4,0.176949046851106,0.00302222446456669,0.05497476206921399,0.20504775155859212,0.0003150918932276147,0.017750827958932357,0.00031240104640465233,10.164748287415385,0.0,0.01599082742347152,0.4685716291104211,,,,in_sample,legacy_curve
2022-08-26,0.004098360655737705,6980.18,4,0.2010564914827195,0.0030147174217706857,0.0549064424432205,0.202437618838554,0.0003071897553048601,0.01752682958509211,0.00030463635149707044,10.42946864516441,0.0,0.0015225218514565118,0.06832198293335025,,,,in_sample,legacy_curve
2022-08-29,0.004098360655737705,7021.315,4,0.1985329695329461,0.0030073310086002024,0.0548391375625128,0.21649856061689482,0.00029941657355024315,0.01730365780840118,0.00029699642639091845,10.08108632425785,0.0,0.009665840371620675,0.2687394127740341,,,,in_sample,legacy_curve
2022-08-30,0.004098360655737705,6976.722,4,0.21212733388833815,0.0030000651354086536,0.05477285034949937,0.1438023302140659,0.00029177236276618784,0.01708134546123893,0.0002894811783628154,9.269075684872444,0.0,-0.033730698134574987,-0.8033476831416086,,,,in_sample,legacy_curve
2022-08-31,0.004098360655737705,6750.743,4,0.1418433473006206,0.002992919816032399,0.05470758462985182,0.15892634726197294,0.00028425708367146277,0.01685992537561963,0.0002820906217240035,10.29733202239794,0.0,0.012815451742085494,0.42057227135618835,,,,in_sample,legacy_curve
2022-09-01,0.004098360655737705,6717.1,4,0.15646551141363277,0.0029858950137538545,0.0546433437277941,0.15344525011123994,0.0002768706409246348,0.01663943030649291,0.0002748247184967014,10.314024375300816,0.0,0.0018729419316879502,0.13712467235017384,,,,in_sample,legacy_curve
2022-09-02,0.004098360655737705,6776.827,4,0.15116629085579344,0.002978990639453947,0.05458013044555635,0.19781965101726343,0.00026961288289286344,0.016419892901382255,0.0002676833765031446,9.497023032370251,0.0,0.026544207037575693,0.7009281735803332,,,,in_sample,legacy_curve
2022-09-05,0.004098360655737705,6791.092,4,0.19406823750192367,0.002972206551395994,0.054517947057790006,0.20441293647967423,0.00026248360152583564,0.016201345670216274,0.0002606664491420518,9.234599429947707,0.0,0.004159871163530905,0.08501680296780142,,,,in_sample,legacy_curve
