model,model_label,sessions_to_expiry,observation_noise_carry_bps,approximate_futures_noise_points_at_7500
smooth_carry_log,Smooth carry + log-price noise,83,28.56232693027121,7.286905128726979
smooth_carry_log,Smooth carry + log-price noise,84,28.22229925959427,7.286905136698521
smooth_carry_log,Smooth carry + log-price noise,85,27.890272240357483,7.28690514476553
smooth_carry_log,Smooth carry + log-price noise,86,27.565966780068745,7.28690515292801
smooth_carry_log,Smooth carry + log-price noise,87,27.249116618074677,7.286905161185954
smooth_carry_log,Smooth carry + log-price noise,88,26.93946759647887,7.286905169539367
smooth_carry_log,Smooth carry + log-price noise,89,26.636776980211717,7.286905177988246
smooth_carry_log,Smooth carry + log-price noise,90,26.340812822428934,7.286905186532596
smooth_carry_log,Smooth carry + log-price noise,91,26.05135337175191,7.286905195172411
smooth_carry_log,Smooth carry + log-price noise,92,25.76818651816634,7.286905203907693
smooth_carry_log,Smooth carry + log-price noise,93,25.491109274669256,7.286905212738444
smooth_carry_log,Smooth carry + log-price noise,94,25.219927292002517,7.286905221664662
smooth_carry_log,Smooth carry + log-price noise,95,24.954454404034653,7.286905230686348
smooth_carry_log,Smooth carry + log-price noise,96,24.694512201556307,7.286905239803501
smooth_carry_log,Smooth carry + log-price noise,97,24.43992963243895,7.2869052490161215
smooth_carry_log,Smooth carry + log-price noise,98,24.19054262627357,7.286905258324211
smooth_carry_log,Smooth carry + log-price noise,99,23.946193741758584,7.286905267727766
smooth_carry_log,Smooth carry + log-price noise,100,23.70673183524449,7.28690527722679
smooth_carry_log,Smooth carry + log-price noise,101,23.472011748968878,7.286905286821281
smooth_carry_log,Smooth carry + log-price noise,102,23.241894017630617,7.286905296511239
smooth_carry_log,Smooth carry + log-price noise,103,23.016244592056783,7.286905306296666
smooth_carry_log,Smooth carry + log-price noise,104,22.79493457881185,7.286905316177559
smooth_carry_log,Smooth carry + log-price noise,105,22.577839994686435,7.286905326153921
smooth_carry_log,Smooth carry + log-price noise,106,22.364841535082807,7.28690533622575
smooth_carry_log,Smooth carry + log-price noise,107,22.1558243553882,7.286905346393045
smooth_carry_log,Smooth carry + log-price noise,108,21.950677864494043,7.28690535665581
